2024-06-03 18:34:59,390 INFO  SnsAmbassador - Init simulation with startTime=0, endTime=1000000000000
2024-06-03 18:34:59,422 INFO  SnsAmbassador - Initialized SNS
2024-06-03 18:35:02,864 INFO  SnsAmbassador - Added TrafficLight id=tl_0 position=GeoPoint{lat=41.554183,lon=-8.430902,alt=0.00} @time=0.000,000,000 s
2024-06-03 18:35:02,865 INFO  SnsAmbassador - Added RSU id=rsu_0 position=GeoPoint{lat=41.554117,lon=-8.430881,alt=0.00} @time=0.000,000,000 s
2024-06-03 18:35:02,880 INFO  SnsAmbassador - Radio configured in mode SINGLE with communication radius 40.0 for node id=rsu_0 @time=0.000,000,000 s
2024-06-03 18:35:03,870 INFO  SnsAmbassador - Added Vehicle id=veh_0 position=GeoPoint{lat=41.554109,lon=-8.432082,alt=0.00} @time=6.000,000,000 s
2024-06-03 18:35:03,870 INFO  SnsAmbassador - Radio configured in mode SINGLE with communication radius 30.0 for node id=veh_0 @time=6.000,000,000 s
2024-06-03 18:35:03,870 INFO  SnsAmbassador - Added Vehicle id=veh_1 position=GeoPoint{lat=41.553217,lon=-8.430872,alt=0.00} @time=6.000,000,000 s
2024-06-03 18:35:03,870 INFO  SnsAmbassador - Radio configured in mode SINGLE with communication radius 30.0 for node id=veh_1 @time=6.000,000,000 s
2024-06-03 18:35:03,870 INFO  SnsAmbassador - Added Vehicle id=veh_3 position=GeoPoint{lat=41.555018,lon=-8.430894,alt=0.00} @time=6.000,000,000 s
2024-06-03 18:35:03,871 INFO  SnsAmbassador - Radio configured in mode SINGLE with communication radius 30.0 for node id=veh_3 @time=6.000,000,000 s
2024-06-03 18:35:03,871 INFO  SnsAmbassador - Added Vehicle id=veh_5 position=GeoPoint{lat=41.554126,lon=-8.429684,alt=0.00} @time=6.000,000,000 s
2024-06-03 18:35:03,871 INFO  SnsAmbassador - Radio configured in mode SINGLE with communication radius 30.0 for node id=veh_5 @time=6.000,000,000 s
2024-06-03 18:35:04,066 INFO  SnsAmbassador - Added Vehicle id=veh_2 position=GeoPoint{lat=41.553217,lon=-8.430872,alt=0.00} @time=7.000,000,000 s
2024-06-03 18:35:04,066 INFO  SnsAmbassador - Radio configured in mode SINGLE with communication radius 30.0 for node id=veh_2 @time=7.000,000,000 s
2024-06-03 18:35:04,066 INFO  SnsAmbassador - Added Vehicle id=veh_4 position=GeoPoint{lat=41.555018,lon=-8.430894,alt=0.00} @time=7.000,000,000 s
2024-06-03 18:35:04,066 INFO  SnsAmbassador - Radio configured in mode SINGLE with communication radius 30.0 for node id=veh_4 @time=7.000,000,000 s
2024-06-03 18:35:08,255 INFO  SnsAmbassador - Removed Node id=veh_1 @time=28.000,000,000 s
2024-06-03 18:35:08,454 INFO  SnsAmbassador - Removed Node id=veh_3 @time=29.000,000,000 s
2024-06-03 18:35:08,863 INFO  SnsAmbassador - Removed Node id=veh_5 @time=31.000,000,000 s
2024-06-03 18:35:09,256 INFO  SnsAmbassador - Removed Node id=veh_0 @time=33.000,000,000 s
2024-06-03 18:35:10,860 INFO  SnsAmbassador - Removed Node id=veh_4 @time=41.000,000,000 s
2024-06-03 18:35:11,070 INFO  SnsAmbassador - Added Vehicle id=veh_6 position=GeoPoint{lat=41.554109,lon=-8.432082,alt=0.00} @time=42.000,000,000 s
2024-06-03 18:35:11,071 INFO  SnsAmbassador - Radio configured in mode SINGLE with communication radius 30.0 for node id=veh_6 @time=42.000,000,000 s
2024-06-03 18:35:11,071 INFO  SnsAmbassador - Added Vehicle id=veh_7 position=GeoPoint{lat=41.553217,lon=-8.430872,alt=0.00} @time=42.000,000,000 s
2024-06-03 18:35:11,071 INFO  SnsAmbassador - Radio configured in mode SINGLE with communication radius 30.0 for node id=veh_7 @time=42.000,000,000 s
